,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,5026,64,0.3076923076923077,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.11538461538461539
1,10052,225,0.09803921568627451,0.7450980392156863,0.0196078431372549,0.0196078431372549,0.09803921568627451,0.0196078431372549
2,15177,284,0.25925925925925924,0.6666666666666666,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
3,20340,297,0.25,0.6538461538461539,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232
4,25508,308,0.3076923076923077,0.5769230769230769,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.019230769230769232
5,30676,309,0.2830188679245283,0.6037735849056604,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.018867924528301886
6,35840,311,0.2641509433962264,0.6226415094339622,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.018867924528301886
7,41004,313,0.2037037037037037,0.6666666666666666,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517
8,46169,317,0.21153846153846154,0.6538461538461539,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232
9,51331,317,0.21153846153846154,0.6538461538461539,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232
10,56495,320,0.17647058823529413,0.6862745098039216,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.0196078431372549
11,61659,321,0.1568627450980392,0.7058823529411765,0.0392156862745098,0.0196078431372549,0.058823529411764705,0.0196078431372549
12,66827,322,0.15384615384615385,0.7115384615384616,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232
13,71990,324,0.1509433962264151,0.7169811320754716,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.018867924528301886
14,77155,324,0.1509433962264151,0.7169811320754716,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.018867924528301886
15,82314,325,0.14814814814814814,0.7222222222222222,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517
16,87486,325,0.12962962962962962,0.7407407407407407,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517
17,92653,325,0.12962962962962962,0.7407407407407407,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517
18,97819,325,0.1111111111111111,0.7592592592592593,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517
19,102960,326,0.1509433962264151,0.7169811320754716,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.018867924528301886
20,107966,328,0.15384615384615385,0.7115384615384616,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.019230769230769232
21,112973,330,0.1568627450980392,0.7058823529411765,0.058823529411764705,0.0196078431372549,0.0392156862745098,0.0196078431372549
22,117973,332,0.16,0.7,0.06,0.02,0.04,0.02
23,122980,332,0.18,0.66,0.08,0.02,0.04,0.02
24,127984,334,0.19607843137254902,0.6274509803921569,0.09803921568627451,0.0196078431372549,0.0392156862745098,0.0196078431372549
25,132986,334,0.19607843137254902,0.6274509803921569,0.09803921568627451,0.0196078431372549,0.0392156862745098,0.0196078431372549
26,137990,335,0.24,0.6,0.08,0.02,0.04,0.02
27,142994,335,0.24,0.6,0.08,0.02,0.04,0.02
28,147998,335,0.24,0.6,0.08,0.02,0.04,0.02
29,150115,335,0.24,0.6,0.08,0.02,0.04,0.02
