,c1,c2,r1,r2,w1,max_p,utility,inertia,reliability
0,1.1722276405437118,1.9205724798007098,0.7593668375490125,0.5297254412419615,0.8669140295980133,2.443833587234421,1.7781299104157535,0.9900000000000014,0.05940000000000015
1,0.4404013313898067,0.2553188247845439,0.6195852741252603,0.09029607281506333,0.2492861076540757,1.6655043290952676,1.1008324799403049,0.9097000000000002,0.5051000000000002
2,-0.13798657492374783,0.17758690685807008,1.0311887664940382,0.1152227627325744,0.3071528366981332,0.9992178371904501,0.8065949005301973,0.9583000000000004,0.7006000000000006
3,0.35265936147011556,0.16383341670760287,1.3533378716606055,0.08729791062415614,0.33836017368472027,1.7296693698582186,1.2334905745622482,0.9403000000000005,0.4008
4,-0.1213350740543386,0.17225006792255682,1.1570439731528184,0.10159431817256886,0.3801227884444243,1.1801765553243782,0.9024518118388758,0.9385999999999999,0.6299000000000003
5,0.5501648803646447,0.16446287411672292,0.810120759243541,0.09138811325828079,0.05295885695569121,2.188379211872977,1.5051541554882912,0.9653000000000007,0.22240000000000007
6,0.022154109626329653,0.16588640007192432,1.5305514757907295,0.09403417834817891,0.21678612210058215,1.571037210000635,1.1273398543560933,0.9312000000000005,0.4741
7,0.39314914842023474,0.17634550463111665,1.0618983832905569,0.11162511868934286,0.28629720381427737,0.7697417673204252,0.7028580286402317,0.9167000000000003,0.7793000000000005
8,-0.314319713320067,0.2578614477764998,1.5357097662681805,0.12573347518022848,0.1888439367978779,0.593478722669369,0.6031427850234155,0.9379999999999996,0.8948000000000006
9,0.6107899835362564,0.2804638110475183,1.5183648335135802,0.3876560138408971,0.0666149036925679,0.1801295365288345,0.4461612481928386,0.9900000000000014,1.0000000000000007
10,0.528338422231877,0.26335988659161885,0.9483959053328412,0.1390988797178036,0.3744307664901546,0.2637849206027471,0.5014801957923676,0.9806000000000014,0.9907000000000006
11,-0.07875079772935005,0.16536267941114033,1.4529212165831702,0.08023376987896827,0.14942690220929,2.3237348667893922,1.6181574551701143,0.9722000000000011,0.14830000000000015
12,-0.13985322832617308,0.17581485478086578,1.4507903689102202,0.09750231825174749,0.3057333497920456,1.367202199335436,1.0097290182069316,0.9231000000000003,0.5609000000000001
13,0.40232768125667284,0.16531390586498804,1.1239447728211391,0.08143219774588784,0.4051356799980104,2.050550434752981,1.4315911103955292,0.9566000000000008,0.27280000000000004
14,0.6516153308481033,0.251375738599229,1.5806069744847642,0.0894034839245944,0.595669036453435,0.8809320292764993,0.7039607332353266,0.9364999999999997,0.8079000000000005
15,0.36982320024579035,0.1668323785545305,0.8739056166299042,0.09090174971038964,0.24217783276315344,1.8916372222141193,1.3059326581513253,0.9477000000000005,0.3536999999999999
