,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,301,13,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111
1,603,16,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.07692307692307693
2,903,21,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.07142857142857142
3,1205,26,0.1875,0.125,0.1875,0.25,0.1875,0.0625
4,1506,32,0.3125,0.25,0.0625,0.1875,0.125,0.0625
5,1807,34,0.4,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667
6,2109,35,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142
7,2411,37,0.4,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
8,2713,38,0.4,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667
9,3013,41,0.5,0.125,0.0625,0.125,0.125,0.0625
10,3315,44,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705
11,3616,47,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
12,3917,50,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
13,4218,52,0.4444444444444444,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111
14,4519,55,0.45,0.25,0.05,0.1,0.05,0.1
15,4821,56,0.38095238095238093,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.14285714285714285
16,5124,60,0.38095238095238093,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.14285714285714285
17,5424,61,0.38095238095238093,0.38095238095238093,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
18,5725,62,0.38095238095238093,0.38095238095238093,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
19,6026,63,0.38095238095238093,0.38095238095238093,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
20,6329,64,0.4090909090909091,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456
21,6631,65,0.4090909090909091,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456
22,6933,65,0.4090909090909091,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456
23,7235,65,0.5,0.2727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456
24,7535,65,0.5454545454545454,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.045454545454545456
25,7837,67,0.5238095238095238,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
26,8137,67,0.5238095238095238,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
27,8438,70,0.5238095238095238,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616
28,8739,73,0.5217391304347826,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.043478260869565216
29,9041,74,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456
30,9342,75,0.4,0.3,0.1,0.1,0.05,0.05
31,9644,76,0.4,0.25,0.1,0.1,0.1,0.05
32,9946,77,0.45,0.2,0.1,0.1,0.1,0.05
33,10091,77,0.45,0.2,0.1,0.1,0.1,0.05
